name,phone,website,website_status,city,state,rating,reviews,quality_score
"Willow Dumpsters | Commercial & Residential Dumpster Rentals","+1 704-960-3188","https://willowdumpsters.com/","reachable","Charlotte","North Carolina",4.6,32,0.96
"Dawson Property Management","+1 704-438-9834","https://www.dawsonpropertymanagement.com/","403","Charlotte","North Carolina",4.2,121,0.96
"Habitat ReStore -- Cary","+1 919-380-7512","http://trianglerestores.org/","reachable","Cary","North Carolina",4.2,297,0.96
"Albright Custom Services LLC","+1 920-410-1158","http://www.albrightcustomservices.com/","reachable","Oshkosh","Wisconsin",5,24,0.96
"Shipping Containers Unlimited Llc","+1 920-740-3339","https://shippingcontainersunlimited.com/","reachable","Omro","Wisconsin",5,20,0.96
"Budget Junk Removal and Demolition Carolinas","+1 704-293-7058","https://salesamplifiers.com/garage-demolition-in-concord-nc/","404","Charlotte","North Carolina",5,23,0.96
"Vine Disposal","+1 678-315-2193","https://vinedisposal.com/%3Futm_campaign%3Dgmb","404","Norcross","Georgia",4,309,0.96
"Collins Dumpster Rentals LLC","+1 920-621-5512","http://www.collinsdumpsterrentals.com/","reachable","Green Bay","Wisconsin",5,31,0.96
"Creekside Canopy","+1 833-384-1023","https://www.liveatcreeksidecanopy.com/%3Futm_knock%3Dg","403","Charlotte","North Carolina",4.2,181,0.96
"Dumpsters Direct of the Carolinas LLC","+1 704-923-1895","https://dumpstersdirectllc.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dseolocale","403","Bessemer City","North Carolina",5,30,0.96
"All Clean Dumpsters","+1 803-590-2992","https://www.allcleandumpsters.com/","reachable","Rock Hill","South Carolina",5,36,0.96
"STORsquare Charlotte","+1 980-351-3094","https://storsquare.com/north-carolina-moving-solutions%3Futm_campaign%3Dgmb","403","Concord","North Carolina",4.9,47,0.96
"Red-E-Bins Bristol VA","+1 276-276-2467","https://bristol.redebins.us/","reachable","Meadowview","Virginia",5,29,0.96
"T T & E Iron & Metal Inc","+1 919-772-9190","http://www.ncscrapmetal.com/","reachable","Garner","North Carolina",4.3,192,0.96
"Arrow Disposal Inc.","+1 704-467-7744","https://www.arrowdisposal.com/","reachable","Charlotte","North Carolina",4.8,48,0.96
"JCB Dumpsters LLC","+1 336-951-7633","https://www.jcbdumpsters.com/","reachable","Eden","North Carolina",4.9,30,0.96
"Waste On Wheels","+1 919-524-4456","https://www.wasteonwheelsnc.com/","reachable","Willow Spring","North Carolina",4.9,49,0.96
"Timbercreek Apartments","+1 336-594-2103","https://www.livewithtimbercreek.com/%3Futm_knock%3Dgbp","400","Greensboro","North Carolina",4.3,145,0.96
"Madison Woods","+1 336-203-9183","https://www.madisonwoodslife.com/%3Futm_knock%3Dg","403","Greensboro","North Carolina",4,210,0.96
"Flom Disposal","+1 507-334-5767","http://www.flomdisposal.com/","403","Faribault","Minnesota",4.7,23,0.96
"iRentDumpTrailers","+1 984-212-7721","http://www.irentdumptrailers.com/","reachable","Raleigh","North Carolina",5,28,0.96
"A2Z Cash for Junk Cars/ Junk Car For Cash Removal","+1 336-833-0737","https://www.a2ztow.com/junk-cars-removal","reachable","Greensboro","North Carolina",4.7,27,0.96
"Millers Junk Removal - Hattiesburg","+1 769-223-7852","http://hattiesburgjunkremoval.com/","reachable","Hattiesburg","Mississippi",5,46,0.96
"That Isn't Going Anywhere - Dumpster Rentals and Tractor Work","+1 828-269-3953","http://www.thatisntgoinganywhere.com/","reachable","Sherrills Ford","North Carolina",5,26,0.96
"Containers4Less","+1 919-821-2557","http://www.containers4less.com/","reachable","Raleigh","North Carolina",5,21,0.96
"The Edge at Noda","+1 704-596-0276","https://edgenodacharlotte.com/","reachable","Charlotte","North Carolina",4.1,287,0.96
"MCS Building Supply","+1 601-758-0800","http://1mcs.net/","403","Sumrall","Mississippi",4.1,67,0.96
"Reliable Rental Equipment LLC","+1 769-572-5285","http://www.reliablerentalequipment.com/","reachable","Jackson","Mississippi",5,27,0.96
"WEHAULMO.COM","+1 417-988-2467","http://www.wehaulmo.com/","405","Battlefield","Missouri",4.9,32,0.96
"Lake Brandt Apartments","+1 336-559-3917","https://www.lakebrandtapartments.com/","reachable","Greensboro","North Carolina",4.3,188,0.96
"SouthEnd Painting","+1 704-522-0000","http://www.southendpainting.com/","reachable","Charlotte","North Carolina",4.2,79,0.96
"AWD Dumpster Rental","+1 573-619-6238","https://awddumpsterrental.com/","reachable","Eldon","Missouri",5,45,0.96
"Smiths Dash Trash Removal","+1 417-286-3333","https://smithstrashservice.com/","reachable","Stoutland","Missouri",4.2,89,0.96
"Cain Recyclers","+1 601-656-5001","https://www.cainrecyclers.com/","403","Philadelphia","Mississippi",4.8,23,0.96
"ATA Rental Services","+1 601-920-9179","https://www.atarentalservices.com/%3Futm_source%3Dgoogle%26utm_medium%3Dbusiness_profile%26utm_campaign%3Dwebsite","404","Flowood","Mississippi",5,29,0.96
"Ozark Refuse  Inc","+1 417-887-7788","http://www.417waste.com/","reachable","Willard","Missouri",4,323,0.96
"Industrial Services Inc.","+1 402-467-3581","https://www.isinebraska.com/","403","Lincoln","Nebraska",4.5,27,0.96
"T3 Dumpsters & Junk LLC","+1 314-954-3007","https://t3dumpsterrentals.com/","reachable","Pacific","Missouri",5,42,0.96
"Junk Hounds","+1 573-999-0893","http://www.gojunkhounds.com/","error:ClientConnectorCertificateError","Columbia","Missouri",5,23,0.96
"Skjeveland Enterprises","+1 507-214-8727","http://www.skjevelandenterprises.com/","reachable","Owatonna","Minnesota",4.8,20,0.96
"Uribe Refuse Services Inc","+1 402-467-1239","http://www.uriberefuse.com/","403","Lincoln","Nebraska",4.3,242,0.96
"5 Star Hauling & Clean Up","+1 402-413-0174","https://5starjunkremoval.wixsite.com/5-star-hauling","reachable","Lincoln","Nebraska",4.8,25,0.96
"Five Star Dumpsters-Rolloff Services","+1 715-418-8110","https://fivestardumpstersllc.com/","timeout","Barron","Wisconsin",5,36,0.96
"Heartland Container","+1 402-289-9313","http://www.heartlandcontainer.net/","reachable","Elkhorn","Nebraska",5,21,0.96
"Ron's Rolloffs  Inc.","+1 402-450-3495","http://www.ronsrolloffsinc.com/","reachable","Raymond","Nebraska",5,28,0.96
"Western Elite","+1 702-550-0190","http://westernelite.com/","reachable","Henderson","Nevada",4.6,41,0.96
"Resource Renew Materials Recovery Center","+1 218-722-3336","https://wlssd.com/","reachable","Duluth","Minnesota",4.4,147,0.96
"Sierra Waste Solutions LLC","+1 775-440-1022","https://swsolutionsnv.com/","reachable","Sparks","Nevada",5,23,0.96
"Specialty Container Services  LLC.","+1 601-398-5812","http://scscontainers.com/","reachable","Brandon","Mississippi",4.5,23,0.96
"Paradise Square Apartments","+1 702-997-9588","https://www.paradisesquare.vegas/%3F_utm_source%3DGoogle%26utm_campaign%3DGBP_listing%26utm_content%3Dweb","403","Las Vegas","Nevada",4.3,223,0.96
"L & L Site Services  Inc.","+1 406-388-7171","http://llsiteservices.com/","reachable","Belgrade","Montana",4.4,57,0.96
"C&S hauling & Dumpster Rental","+1 402-850-5868","https://c-s-hauling-high-con-afqq.bolt.host/","reachable","Omaha","Nebraska",5,48,0.96
"Ben's Zap Haul","+1 530-428-5530","https://zaphaul.com/","reachable","Nevada City","California",5,39,0.96
"Scrapped - Rolloff Dumpster Rental & Junk Removal","+1 402-320-4083","https://scrappedcontainers.com/","reachable","Wahoo","Nebraska",5,25,0.96
"M&A Cleaning & Junk Removal Services Reno","+1 775-600-9525","https://themajunkservices.com/","reachable","Reno","Nevada",5,33,0.96
"Concept Dumpsters","+1 919-358-9799","http://www.conceptdumpstersinc.com/","timeout","Apex","North Carolina",4.9,22,0.96
"Cedar Ridge Disposal","+1 573-501-5005","http://www.cedarridgedisposal.com/","reachable","Monroe City","Missouri",5,34,0.96
"Country Meadows Apartment Homes","+1 406-500-3779","http://www.countrymeadowsliving.com/%3Frcstdid%3DMg%253D%253D-YRjTEizZPgM%253D%26utm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dgbp","403","Billings","Montana",4.4,138,0.96
"Elm Grove Companies","+1 603-666-8534","http://www.elmgrovecompanies.com/","reachable","Hooksett","New Hampshire",4.3,672,0.96
"Dynasty Containers","+1 631-213-1411","http://www.dynastycontainers.com/","403","Medford","New York",5,48,0.96
"Onpoint Equipment Solutions","+1 603-505-6279","https://www.onpointequipmentnh.com/","reachable","Manchester","New Hampshire",5,22,0.96
"Shipping Containers of New England","+1 603-948-7007","https://www.shippingcontainersofnewengland.com/","reachable","Alton","New Hampshire",5,20,0.96
"Botna Bend Industries LLP","+1 712-215-6001","http://www.botnabend.com/","reachable","Malvern","Iowa",5,31,0.96
"Camarato Disposal","+1 732-279-1988","https://camaratodisposal.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-website-link","403","Toms River","New Jersey",4.8,38,0.96
"Mr Cheapee Inc","+1 914-619-2851","http://www.mrcheapeeinc.com/","reachable","Ossining","New York",4.4,64,0.96
"B & B Containers  Inc.","+1 518-807-2810","http://www.bandbcontainersinc.com/","403","Latham","New York",4.9,33,0.96
"Betty's Kitchen and Bath","+1 201-916-9483","https://bettyskitchenandbaths.com/","reachable","Guttenberg","New Jersey",5,23,0.96
"A&J Dumpster Rentals","+1 315-404-9705","https://www.aandjdumpsters.com/","403","Rome","New York",5,25,0.96
"G P C Disposal Services LLC","+1 609-854-6124","http://www.gpcdisposalservices.com/","525","Hamilton Township","New Jersey",4.9,27,0.96
"Eagle Environmental & Waste","+1 856-924-4900","https://eaglewasteanddumpsters.com/","reachable","Mt Laurel Township","New Jersey",4.9,31,0.96
"U-Store-It","+1 575-546-9700","https://www.ustoreitselfstorage.com/locations/deming-nm-88030/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp","reachable","Deming","New Mexico",4.4,59,0.96
"Habitat For Humanity ReStore","+1 406-388-2851","http://habitatbozeman.org/restore/","reachable","Belgrade","Montana",4.3,177,0.96
"At Your Service NH Waste Services","+1 603-986-8149","http://www.atyourservicenh.com/","reachable","Moultonborough","New Hampshire",4.6,46,0.96
"Mike's Dumper & Junk Removal","+1 702-918-5044","https://mikesdumper.com/","reachable","Las Vegas","Nevada",5,26,0.96
"Advanced Disaster Recovery Inc.","+1 212-244-8441","https://advanceddri.com/","reachable","New York","New York",4.6,30,0.96
"DI Trucking LLC","+1 862-588-1035","http://ditrucking.com/","reachable","Newark","New Jersey",4.5,46,0.96
"Reno Salvage Company","+1 775-323-7109","http://renosalvage.com/","reachable","Reno","Nevada",4.1,57,0.96
"S & M Prompt Rubbish Removal","+1 516-202-9109","https://www.smrubbish.com/","403","Freeport","New York",5,20,0.96
"Lendy Electric Equipment & Supply Corp.","+1 212-431-3698","https://www.lendyelectric.com/","reachable","New York","New York",4.2,122,0.96
"The Refinery at Domino Offices","+1 516-715-1771","https://www.therefineryatdomino.com/%3Futm_source%3Dgoogle%26utm_id%3DGoogle%2BBusiness","reachable","Brooklyn","New York",4.7,42,0.96
"Speedy Dumpster Rental","+1 315-860-8152","https://www.rentadumpstersyracuse.com/","reachable","Syracuse","New York",4.9,30,0.96
"All-Out Junk Removal","+1 603-840-2515","https://www.alloutjunkremovals.com/","reachable","Nashua","New Hampshire",5,37,0.96
"Franks Dumpster Rental","+1 603-280-4497","http://franksdumpsterrental.com/","reachable","Exeter","New Hampshire",4.6,26,0.96
"Firestone Complete Auto Care","+1 406-551-4356","https://www.firestonecompleteautocare.com/montana/bozeman/810-n-7th-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps","reachable","Bozeman","Montana",4,694,0.96
"WE CLEAN NEW YORK RUBBISH REMOVAL","+1 934-777-1659","http://www.wecleannewyork.com/","reachable","Brooklyn","New York",5,48,0.96
"Metropolitan Recycling","+1 718-257-8584","http://www.metropaperrecycling.com/","reachable","Brooklyn","New York",4.1,57,0.96
"Capital Construction Contracting","+1 617-319-1225","http://www.capitalconstructioncontracting.com/","reachable","Boston","Massachusetts",4.4,313,0.96
"James G. Grant Co.  Inc.","+1 617-361-2716","http://www.jamesggrantco.com/","403","Hyde Park","Massachusetts",4.1,95,0.96
"Eli's","+1 702-665-1619","https://elisjunkremovalllc.com/","timeout","North Las Vegas","Nevada",5,27,0.96
"Super Crate Inc","+1 855-545-6255","https://supercrate.com/","reachable","Boston","Massachusetts",4.8,21,0.96
"Skinner Demo","+1 508-559-0123","http://www.skinnerdemo.com/","reachable","Stoughton","Massachusetts",4.6,23,0.96
"East Coast Industrial Services  Inc.","+1 845-744-8148","https://www.eastcoast-inc.com/","reachable","Pine Bush","New York",4.7,20,0.96
"Falcone Enterprises","+1 508-791-0000","https://www.falconeenterprise.com/","reachable","Worcester","Massachusetts",4.6,43,0.96
"Full Service Junk Removal","+1 617-838-4977","http://www.fullservicejunkrem.com/","reachable","Needham","Massachusetts",5,46,0.96
"Joshua's Demolition Corp","+1 617-312-6315","http://www.bostondemolitions.com/","reachable","Revere","Massachusetts",5,20,0.96
"Freedom Rentals Dumpster","+1 231-402-8065","http://www.freedomrentalsdumpster.com/","503","Muskegon","Michigan",5,21,0.96
"Northern Disposal","+1 231-342-6036","http://northerndisposal.com/","reachable","Thompsonville","Michigan",5,49,0.96
"Tiger Dumpster Rental","+1 810-379-9747","http://www.tigerdumpsterrentalflint.com/","reachable","Flint","Michigan",4.8,45,0.96
"Wolverine Dumpster Rental","+1 734-644-3867","http://wolverinedumpsterrental.com/","403","Ecorse","Michigan",5,20,0.96
"Pro Warrior Dumpsters","+1 508-373-4184","https://prowarriordumpsters.com/","reachable","Salisbury","Massachusetts",5,48,0.96
"EZ Dump Inc","+1 413-335-1422","http://ezdumpma.com/","reachable","Feeding Hills","Massachusetts",5,44,0.96
"American Classic Roofing & Building Supply","+1 231-834-5905","http://www.americanclassic.us/","403","Bailey","Michigan",4.3,181,0.96
"MGM Dumpsters","+1 586-725-5200","http://www.mgmdump.com/","403","Ira Township","Michigan",4.2,97,0.96
"Wheeliebins2","+1 231-233-0950","http://www.wheeliebinsusa2.com/","reachable","Manistee","Michigan",5,46,0.96
"All American Hauling","+1 734-255-0000","https://www.aahdumpsterrentals.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgooglemybusiness","403","Romulus","Michigan",4.9,46,0.96
"Happy Dumpsters","+1 586-267-0404","http://www.happydumps.com/","reachable","Fraser","Michigan",4.9,36,0.96
"Sunset Shores Resort Cadillac","+1 231-876-3700","http://www.sunsetshorescadillac.com/","reachable","Cadillac","Michigan",4.4,136,0.96
"All Street Waste Disposal","+1 833-386-7313","https://www.asidumps.com/category/dumpsters/","reachable","Detroit","Michigan",4.9,30,0.96
"UrbanVanMan","+1 313-552-4031","https://urbxnvm.com/","reachable","Detroit","Michigan",5,47,0.96
"Wickenheiser Waste LLC","+1 734-770-9689","http://www.wickwaste.com/","reachable","Carleton","Michigan",4.8,33,0.96
"Clean Sweep","+1 616-389-4007","https://cleansweepgrandrapids.com/","reachable","Grand Rapids","Michigan",5,37,0.96
"Ferrante Hauling & Disposal","+1 339-788-8197","http://ferrantedisposal.com/","reachable","Rockland","Massachusetts",5,33,0.96
"KENT DUMPSTER RENTAL & 1 TIME CLEAN UPS","+1 616-437-1460","http://kentdumpster.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral","403","Cedar Springs","Michigan",4.5,33,0.96
"Grand Sanitation","+1 908-222-1566","http://www.grandsanitation.com/","reachable","Plainfield","New Jersey",4.2,359,0.96
"United Rent A Dumpster","+1 586-738-8184","http://www.unitedrentadumpster.com/","reachable","New Haven","Michigan",4.3,142,0.96
"Plummers Disposal Service","+1 616-261-4344","http://www.plummersdisposal.com/","reachable","Wayland","Michigan",4.4,101,0.96
"Tone Setter Dumpster Rental","+1 586-588-7767","https://www.ts-dumpster.com/","403","Chesterfield","Michigan",5,36,0.96
"Liberty Landfill","+1 517-787-1177","http://www.libertylandfill.com/","reachable","Clarklake","Michigan",4.1,142,0.96
"The Goodwill Store","+1 617-254-0112","http://goodwillmass.org/","reachable","Boston","Massachusetts",4.1,272,0.96
"DumpNGo","+1 313-655-7457","https://www.dumpngojunk.com/","403","Sterling Heights","Michigan",5,30,0.96
"Michigan Shipping Containers","+1 810-543-9223","https://www.mishippingcontainers.com/","reachable","Lapeer","Michigan",5,28,0.96
"City Of Grand Rapids Yard Waste Drop Off and Compost Site","+1 616-456-3000","https://www.grandrapidsmi.gov/Services/Yard-Waste-Services","reachable","Grand Rapids","Michigan",4,166,0.96
"Reclaimed By Design","+1 517-703-4498","http://www.reclaimedbydesign.com/","reachable","Haslett","Michigan",4.4,58,0.96
"JM Junk Removal & Dumpster Rentals","+1 248-509-0715","http://www.jmjunk.com/","reachable","Sterling Heights","Michigan",4.9,39,0.96
"Dumps For You","+1 734-238-2761","https://dumpsforyou.com/","reachable","Belleville","Michigan",5,32,0.96
"Pratt Waste and Recycling","+1 508-987-1187","http://www.pratttrucking.com/","reachable","Oxford","Massachusetts",4.2,253,0.96
"Kershaw Dumpster Rental","+1 612-712-1909","http://www.kershawdumpsters.com/","error:ClientConnectorCertificateError","Minneapolis","Minnesota",4.8,37,0.96
"North Kent Recycling and Waste Center","+1 616-632-7920","https://www.reimaginetrash.org/north-kent-recycling-waste-center/","reachable","Rockford","Michigan",4.4,89,0.96
"TKI Intermodal","+1 612-782-9626","http://www.tkiintermodal.com/","reachable","Minneapolis","Minnesota",4.4,59,0.96
"One Source Waste","+1 833-297-6797","http://www.oswaste.com/","reachable","Birmingham","Michigan",5,22,0.96
"City Sanitary","+1 320-632-8234","http://citysanitarymn.com/","reachable","Little Falls","Minnesota",5,23,0.96
"K&S Roll-Offs LLC","+1 320-583-4696","https://ksrolloffs.com/","403","Hutchinson","Minnesota",5,29,0.96
"Walter's Recycling & Refuse Inc. (Corporate Office)","+1 763-780-8464","https://waltersrecycling.com/","reachable","Blaine","Minnesota",4,693,0.96
"Triple C Excavating  LLC","+1 218-308-0264","https://triplecexcavating.com/","reachable","Bemidji","Minnesota",5,22,0.96
